issue,issue_link,topic,confidence_score
"[PROD] Overseas territories unable to compete field reports (+ other issues related to these territories - e.g., incorrect region)
## Issue
British Red Cross overseas branches (https://www.redcross.org.uk/about-us/what-we-do/international/british-overseas-territories) are unable to complete field reports on GO, as the territory that is reporting - the GO district - is not linked to the UK or any other country, or available for them to select as an independent country. 
This was identified with recent Hurricanes in the region when they were doing preparedness activities and found they were unable to report using the “New Field Report” form. As such, if our overseas branches were hit by a hurricane, or would like to report an emergency, IFRC would not get these NS field reports via GO. 

This was first identified approx 6 months to 1 year ago. 

**In a future update to GO, could you link these territories to the UK?**

## Steps to reproduce

Field report:
![Image](https://github.com/user-attachments/assets/4b66aea6-8dc5-4b0b-9cba-0407a85bcdfa)

Example district page (Bermuda):
![Image](https://github.com/user-attachments/assets/60860451-d1bf-42ff-b171-e08d8c1db3bb)


## Expected behaviour

These should work similar to territories like Aruba / Netherlands. 
These territories should be able to complete report field reports independently. 


## Impact
All overseas territories, which operate as individual RC National Societies are unable to complete field reports. 
All users searching for the territory. 

## Severity
High. The overseas branch/ territory is unable to implement GO as part of their emergency business process. IFRC is unable to get field reports. 
It prevents those impacted from using the system at all, and there may be a functional impact to a field operation

## Is there a workaround?
TBC: Can IFRC provide alternatives while a territory is unable do a field report?

---

Additional information:
- Affected territories (all) are listed here: https://www.redcross.org.uk/about-us/what-we-do/international/british-overseas-territories
- We’ve found that some are linked to Europe or Americas, but then not a country.
- One (Montserrat) does have a page, but is not searchable. 
- I recognise this does restart a conversation about territories, and how they operate.
- I’ve also attached a spreadsheet which lists issues, and proposed solutions, that was shared with the GVA IM team approx. 6 months to 1 year ago. 

We’ll be more than happy to support and chat through any questions that you have!
[Updating the Go Country Data - BRC.xlsx](https://github.com/user-attachments/files/17946982/Updating.the.Go.Country.Data.-.BRC.xlsx)


",https://api.github.com/repos/IFRCGo/go-web-app/issues/1563,6,"[0.00619932 0.01162505 0.01370263 0.0070991  0.00908239 0.03956901
 0.20103035 0.01201691 0.01357602 0.01143272 0.01818711 0.01810693
 0.03931184 0.00947873 0.00937567 0.01813356 0.01054137 0.01442873
 0.0102323  0.00762113 0.01055806 0.01023555 0.03932251 0.01500991
 0.06916075 0.01195344]"
"Receiving more notifications than expected
## Issue
*In my account page, I've set that I only want notifications for the Europe region. However, I also get notifications from new emergency-pages from other regions. *

## Steps to reproduce
*Check your notifications settings and check your mailbox.*

My settings are:
![Image](https://github.com/user-attachments/assets/47b5e96f-255f-4f29-9426-f5a3853ee246)

But I still get: 
![Image](https://github.com/user-attachments/assets/36e7e296-3fc3-4cce-b3ea-a1395b0182b6)

## Expected behaviour
*Match the notifications I have with the settings I've set.*

## Impact
*All people who have limited the notifications settings in GO/*

## Severity
*Not a blocking issue. But it does affect ones mailbox ...*

## Is there a workaround?
*Not that I know off, except ignoring my mailbox.*
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1566,1,"[1.83218335e-308 1.00000000e+000 8.37718032e-308 4.86072043e-308
 3.45003916e-308 4.07003774e-308 3.48387474e-308 4.88859477e-308
 8.83961952e-308 6.23334153e-308 7.72716980e-308 4.70123454e-308
 3.67185008e-308 1.25580258e-307 3.63806240e-308 4.23480825e-308
 4.25620956e-308 8.85413655e-308 4.15187659e-308 5.70188178e-308
 7.75713781e-308 5.60514547e-308 4.62098491e-308 6.92201579e-308
 3.89018604e-308 9.57773442e-308]"
"Update Azure Pipeline to Use pnpm Instead of Yarn
The current Azure pipeline for the project is configured to use Yarn as the package manager. We need to update the pipeline configuration to use pnpm instead.",https://api.github.com/repos/IFRCGo/go-web-app/issues/1581,5,"[0.00609814 0.01184919 0.0119519  0.00714329 0.00967001 0.21460606
 0.03176651 0.01669246 0.01699939 0.01468907 0.02492867 0.03295511
 0.04662371 0.00993667 0.00971583 0.02597109 0.01135059 0.01939148
 0.01139849 0.00774506 0.01164967 0.01261185 0.06838007 0.02209802
 0.04542566 0.01465437]"
"[PROD] Search feedback form link is replaced by the DREF feedback form link
The Search feedback button ('Please let us know') on the Search result page leads to the DREF feedback form instead of the Search feedback form. Please revert back url to the Search feedback form.

https://go.ifrc.org/search

Search feedback form:
https://forms.office.com/e/YEzYKfMwSB?origin=lprLink

",https://api.github.com/repos/IFRCGo/go-web-app/issues/1582,-1,"[0.00398838 0.01342362 0.00836697 0.00767237 0.00915059 0.0114561
 0.00826351 0.03723762 0.03907651 0.05127095 0.02464238 0.02331734
 0.00946901 0.01324138 0.00844615 0.0128068  0.0103143  0.03692083
 0.01139074 0.00867854 0.01426567 0.03755945 0.01188876 0.04141316
 0.00966633 0.05590992]"
"Sunsetting 3W Projects - DRAFT
3W Project feature need to be discontinued on GO.

What does this affect?
- _project_ api endpoint
- Project form - Project tab - https://go.ifrc.org/three-w/projects/new
- Main menu - Prepare - Global 3W Projects 
- Global 3W Response page - https://go.ifrc.org/three-w/projects
- Regional 3W pages - e.g.: https://go.ifrc.org/regions/0/three-w
- Country 3W pages - e.g.: https://go.ifrc.org/countries/124/ongoing-activities/three-w/projects
- Country pages - NS Activities - NS Activities section - https://go.ifrc.org/countries/124/ns-overview/activities  - Keep 'Active NSD funded initiatives' section
- All 3W Projects list - https://go.ifrc.org/three-w/projects/all
- Search results page - Projects section
- Email notifications for expiring projects
- Account page - My Forms - 3W tab - 3W Projects section
- Resources page - Reference videos - 3W - Who does What, Where video


GO Admin:
- projects
- project sectors
- project sector tags
- projects import


GO Wiki:
https://go-wiki.ifrc.org/en/user_guide/3W_project_form
https://go-wiki.ifrc.org/en/go-api/Data_dictionary_project


",https://api.github.com/repos/IFRCGo/go-web-app/issues/1585,4,"[0.01389025 0.01730315 0.01403219 0.02039789 0.30491106 0.01586807
 0.01331517 0.0262236  0.01809393 0.02274381 0.01803132 0.02152082
 0.01610472 0.02279716 0.06414791 0.02712559 0.06409327 0.02370914
 0.12547707 0.02165232 0.03444734 0.02365316 0.01556032 0.02017248
 0.01422506 0.02050319]"
"GO Wayback Machine
**Is your feature request related to a problem? Please describe.**
At certain points in time we need to present not only what is on GO _right now_ (which we can capture with screenshots) but also _what was visible on GO at other points in time in the past_.


**Describe the solution you'd like**
As a pilot, initial example, we would like to show what was visible on GO -- and when -- with regard to Tropical Cyclone Chido from GDACS and from PDC. Here is a screenshot of what was available on 17.12.2024 at 15:00 CET for example:
![Image](https://github.com/user-attachments/assets/cac8a6b2-b366-4f3f-92d1-55d7f838f571)
 
We would like to go back in time and use the data from the logs to show the first instance of this event on GO and then each update that was visible, in each case indicating at which point in time this information was available. 

In the future, we will use this feature to visualise the comparisons between different impact-forecast models as well as between those models and CAP alerts disseminated via the IFRC AlertHub. 
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1590,-1,"[0.00707141 0.01525073 0.01678955 0.00900244 0.01175415 0.10542066
 0.10710775 0.01706045 0.01942346 0.01591212 0.02723645 0.02722026
 0.07424539 0.01224565 0.01208202 0.0263112  0.01376969 0.02077947
 0.01348695 0.00969849 0.01372464 0.01410265 0.10623832 0.02198789
 0.23028012 0.01675664]"
"Create a custom page to show all the snapshots of CHIDO-25
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1594,0,"[1.00000000e+000 1.59491723e-308 1.45181866e-308 1.63619850e-308
 2.43034256e-308 1.82478894e-308 1.67938620e-308 2.28527522e-308
 1.81580685e-308 2.14970355e-308 1.83671217e-308 2.12214569e-308
 1.79868416e-308 1.77528702e-308 2.11831980e-308 2.11104951e-308
 2.12233781e-308 1.88863325e-308 2.35543230e-308 1.67595402e-308
 1.94406979e-308 2.14895372e-308 1.74713528e-308 2.00730217e-308
 1.72927340e-308 1.92929429e-308]"
"[PROD] intermittent issues ""Failed to fetch data"" due to CORS error
## Issue
I am using the same computer+browser+internet connection that I generally use to access GO, but today I have been getting intermittent ""Failed to fetch data"" errors even when I know there is data there - e.g. on the home page - highlighted emergencies, key figures etc.  I am logged in.

I turned on dev tools and can see an error message I've never seen before:

> Access to fetch at 'https://goadmin.ifrc.org/api/v2/event/?is_featured=true' from origin 'https://go.ifrc.org' has been blocked by CORS policy: Response to preflight request doesn't pass access control check: No 'Access-Control-Allow-Origin' header is present on the requested resource. If an opaque response serves your needs, set the request's mode to 'no-cors' to fetch the resource with CORS disabled.

The other odd thing I can see is that the user name in top right corner says ""anonymous"" - normally it should either have my name or else say ""Log in"" if I'm not logged in.  See screenshot.
Having refreshed a few times I can see that normally when I'm first go to go.ifrc.org it shows anonymous for just a short moment before displaying my name.  So it seems in this case things got stuck somewhere?
I don't think it's my internet connection as I'm on fast broadband.

![Image](https://github.com/user-attachments/assets/f86449dc-30a2-4285-bafc-8f01c985643e)

## Steps to reproduce
This issue is intermittent - I've refreshed again and all is fine - but as it's happened more than once I figured it's worth investigating.

## Expected behaviour
Page should load fine with all data",https://api.github.com/repos/IFRCGo/go-web-app/issues/1599,1,"[1.78101925e-308 1.00000000e+000 9.46430782e-308 4.31836191e-308
 3.11790713e-308 4.08377404e-308 3.51802354e-308 4.58878548e-308
 8.93218619e-308 5.78079360e-308 8.00007261e-308 4.54650202e-308
 3.63494650e-308 9.34202221e-308 3.27777926e-308 3.98586386e-308
 3.79548830e-308 7.94987358e-308 3.71528536e-308 4.95207026e-308
 6.30167391e-308 5.16284754e-308 4.68960618e-308 6.59056627e-308
 3.94272460e-308 8.68107028e-308]"
"Create an API endpoint to fetch the generated title
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1601,0,"[1.00000000e+000 1.61105014e-308 1.47299411e-308 1.65686589e-308
 2.47072630e-308 1.86290044e-308 1.70894000e-308 2.31677491e-308
 1.82943092e-308 2.16073450e-308 1.86555906e-308 2.15432192e-308
 1.84400063e-308 1.79387734e-308 2.16881804e-308 2.16324047e-308
 2.17158116e-308 1.91428748e-308 2.40126778e-308 1.69645718e-308
 1.97719438e-308 2.15695528e-308 1.78123133e-308 2.02438667e-308
 1.75980897e-308 1.94121232e-308]"
"Apply Disputed Boundary Map Styling to Remaining Components

The disputed boundary map styling changes implemented for the `Active Operation Map` on the home page need to be applied consistently across other components and views in the application. 

#### Related PRs

- https://github.com/IFRCGo/go-web-app/pull/1564

### Progress
#### Admin 0 maps
- [x] `src/components/domain/ActiveOperationMap`
- [x] `src/components/domain/RiskImminentEventMap`
- [x] `src/components/domain/RiskSeasonalMap`
- [x] `src/views/CountryNsOverviewActivities/Map`
- [x] `src/views/CountryOngoingActivitiesEmergencies`
- [x] `src/views/Emergencies/Map`
- [x] `src/views/GlobalThreeW/Map`
- [x] `src/views/RegionThreeW/MovementActivitiesMap`
- [x] `src/views/SurgeOverview/SurgeMap`

#### Admin 1 maps
- [ ] `src/components/domain/BaseMapPointInput`
- [ ] `src/views/CountryNsOverviewContextAndStructure/NationalSocietyLocalUnits/LocalUnitsMap`
- [ ] `src/views/CountryOngoingActivitiesThreeWActivities/ResponseActivitiesMap`
- [ ] `src/views/CountryOngoingActivitiesThreeWProjects/Map`
- [ ] `src/views/CountryProfileOverview/PopulationMap`
- [ ] `src/views/EmergencyActivities/ActivitesMap`
- [ ] `src/views/EmergencyDetails/EmergencyMap`
- [ ]  `src/views/ThreeWProjectForm/DistrictMap/DistrictMapModal`

### Related Issues
- https://github.com/IFRCGo/go-web-app/issues/1036
- https://github.com/IFRCGo/go-web-app/issues/1417",https://api.github.com/repos/IFRCGo/go-web-app/issues/1603,-1,"[0.00583789 0.01522359 0.01028373 0.09810837 0.01478647 0.0084792
 0.00729402 0.01247817 0.01185797 0.01322842 0.01135658 0.01043049
 0.00831811 0.02556342 0.01551169 0.01095737 0.01602159 0.01356835
 0.01663667 0.07945057 0.02965661 0.01382119 0.00873067 0.01160646
 0.00782499 0.01381584]"
"[Staging - T&C page] Direct the link in the `User Registration` section to the respective instance.
## Issue
The link in the `User Registration` section of the Terms and Conditions page directs the user to the Register page of the Production instance. 

## URL
https://go-stage.ifrc.org/terms-and-conditions

## Steps to reproduce
1. Go to the Staging instance
2. Go to the Terms and Conditions page from the footer
3. Click `this link` in `User Registration` section of the page

<img width=""664"" alt=""Image"" src=""https://github.com/user-attachments/assets/ac580c65-26b3-42ee-80e2-df1dbd7bdbba"" />

## Expected behaviour
Staging should point to Staging. Production should point to Production

## Criticality/Urgency
Low
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1604,1,"[0.00502944 0.05152603 0.01571704 0.01673054 0.0100846  0.00970027
 0.00814539 0.01383633 0.02001122 0.01791802 0.01771931 0.01207483
 0.00889186 0.08077768 0.01050053 0.01099379 0.01230545 0.02124614
 0.01219592 0.02095253 0.02997137 0.01678045 0.01060784 0.01668239
 0.00904506 0.0251784 ]"
"Rename and hide sections/fields in Dref Application Form
### Rename
**Event Detail** ---> Replace name with ""Scenario Analysis""

### Hide the following Section

**Operation Overview**
- [x] Emergency appeal planned: Hide this field
- [x] Upload map: Hide this field
- [x] Type of Onset: Let's keep this field but it should default to ""Sudden"", no option to be changed
- [x] Disaster Category: Hide this field
- [x] If available please upload Crisis categorization Analysis: Hide this field

**Event Detail**
- [x] Previous Operations: Hide the whole section
- [x] Description of the Event: Hide the whole section, only Total people at risk and Sources of information will remain visible

**Action/Needs** ---> Hide the whole section

**Operation**
- [x] Hide the whole section, only ""Total Targeted Population"" section and ""Will surge personnel be deployed?"" will remain visible.

**Operational Timeframes and Contacts**---> Stays the same, only hide the Glide number
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1610,16,"[2.52944649e-308 4.08873234e-308 3.46612754e-308 4.28511519e-308
 2.16320121e-307 3.93910871e-308 3.32613904e-308 5.38595541e-308
 4.15260506e-308 4.74125261e-308 4.49800133e-308 4.96889265e-308
 4.15852103e-308 5.11454429e-308 3.97366637e-307 7.53818463e-308
 1.00000000e+000 5.82605046e-308 2.98141949e-307 4.66074638e-308
 9.02525476e-308 4.71272960e-308 3.90577267e-308 4.68417526e-308
 3.54670399e-308 4.59774730e-308]"
"Add new Section in Dref Application Form
Add new form fields/questions/space in DREF Application form when type is Imminent Changes

### Event Detail (Scenario Analysis)
- [x] Add new question: When and where is the hazard expected to happen? : Guidance: Narrative including Date and geographical areas
- [x] Add new question: Explain the underlying vulnerabilities and risks the hazard poses for at-risk communities? : Text. Guidance: Based on comparison of past events, what humanitarian impacts do you expect? Of what magnitude? (e.g. last time there was a cyclone making landfall with this windspeed, XX houses were destroyed, and we had to launch a DREF/emergency appeal for CHF xxx)
- [x] Add new space to attach documents: Upload any additional support document (Optional)

### Operation (Plan)
- [x] Add new space to attach documents: ""If the National Society has developed contingency plans, or recently carried out PER assessment or readiness check for instance, kindly attached those documents here""
- [x] Add new question: Which of the expected severe humanitarian impacts of the hazard are your actions addressing? Why were these impacts chosen? --> Guidance: Prioritized impact of the foreseen disaster",https://api.github.com/repos/IFRCGo/go-web-app/issues/1611,16,"[0.00630413 0.01157577 0.00970611 0.01131166 0.03986464 0.01087561
 0.00904689 0.01494332 0.01173583 0.01325785 0.01289921 0.01398117
 0.01139749 0.01446322 0.05582695 0.0215301  0.29121881 0.01717936
 0.0743487  0.01255876 0.02842983 0.01301362 0.01087587 0.0133274
 0.00973503 0.0130604 ]"
"New section: Proposed Actions
Add new section in operation section of the form
- [ ]  ""Proposed actions"", this section will be similar to ""planned interventions"" in the other forms, but the grouping wont be by sector (Shelter, Health, etc) but by type of intervention, there will be only two boxes, ""Early Actions"" and ""Early Response"", with Activities (we want to find a way to ""tag"" each one of the activities with sectors) and budget, some extra rows at the end, please see picture attached below (please note that the sub-total should be a sum of the budgets, it should ALWAYS total 75k, so we can add some logic and a warning if it is not matching)",https://api.github.com/repos/IFRCGo/go-web-app/issues/1612,5,"[0.00515602 0.01276021 0.01251798 0.0066751  0.0084497  0.04812349
 0.02433245 0.0155034  0.01944133 0.01467634 0.04020601 0.03316531
 0.0257823  0.00999336 0.00859974 0.02045059 0.01025515 0.02058342
 0.01021365 0.0073352  0.0113956  0.01224463 0.06598304 0.02411376
 0.03656063 0.01557792]"
"Export name rename and additional export
- [x] We need a new additional export, which will be the regular export plus the 2 last pages of the document attached (so the user will have the option to download just the export or the export+PGA which is including the last 2 pages).
- [x] Tittle on the Export must be ""Imminent DREF operation"" instead of ""DREF Operation""
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1613,-1,"[0.00759325 0.01678766 0.01161316 0.01179566 0.01704911 0.01818233
 0.01340901 0.08911135 0.03313073 0.08394092 0.03171189 0.03982352
 0.0154198  0.01893718 0.01503947 0.02281921 0.01838971 0.03475211
 0.02196297 0.01319837 0.02244641 0.05711991 0.01801228 0.04532073
 0.01546537 0.04305269]"
"Move Flash Update PDF generation view to frontend
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1616,0,"[1.00000000e+000 1.62261310e-308 1.47971713e-308 1.66411897e-308
 2.49641476e-308 1.86275065e-308 1.71448494e-308 2.32774966e-308
 1.84358198e-308 2.18448529e-308 1.87527384e-308 2.16293523e-308
 1.84022296e-308 1.80977945e-308 2.18302108e-308 2.16794319e-308
 2.18656371e-308 1.92530005e-308 2.42318866e-308 1.70632982e-308
 1.99122938e-308 2.18000013e-308 1.78213900e-308 2.04136051e-308
 1.76523739e-308 1.95888378e-308]"
"Visualization for CHIDO-25
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1619,0,"[1.00000000e+000 1.45707941e-308 1.33960250e-308 1.50110024e-308
 2.11261371e-308 1.62720500e-308 1.52467252e-308 1.96749084e-308
 1.62424210e-308 1.88207145e-308 1.64912666e-308 1.84831995e-308
 1.60885828e-308 1.61402824e-308 1.89467566e-308 1.85238167e-308
 1.89171060e-308 1.67836994e-308 2.05475113e-308 1.53418523e-308
 1.74400106e-308 1.88255871e-308 1.56874658e-308 1.76972210e-308
 1.56176475e-308 1.71564537e-308]"
"Create an export of strings for translations
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1620,0,"[1.00000000e+000 1.60882784e-308 1.47223619e-308 1.64605843e-308
 2.43922966e-308 1.86117617e-308 1.71142721e-308 2.30549818e-308
 1.82803351e-308 2.15706546e-308 1.86642506e-308 2.14823365e-308
 1.83997005e-308 1.78868124e-308 2.14850916e-308 2.15203999e-308
 2.15411333e-308 1.90796582e-308 2.37992716e-308 1.68727015e-308
 1.96762744e-308 2.15044186e-308 1.78124589e-308 2.02312019e-308
 1.76177835e-308 1.93818948e-308]"
"Add more commands to translatte
- Add command to export server strings
- Add command to push migration to the server
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1621,0,"[0.53351039 0.01518532 0.01380908 0.01570373 0.02416834 0.01760112
 0.01600722 0.02236336 0.01731842 0.02067017 0.01763802 0.02062029
 0.01743246 0.01702102 0.02092574 0.02077858 0.02094499 0.01824668
 0.02337417 0.01608673 0.01891845 0.02066656 0.01677118 0.0192541
 0.01652801 0.01845587]"
"Field Report 3.0
Background

The purpose of the Simplified Reporting Session during the KL meeting was to pow wow around the following fundamental issues. 

1.	Reduce Field/Question Count:
o	Identify and eliminate redundant fields across the field report, and a new Monitoring tool from the Project 3W and Emergency 3W tools.
2.	Standardize Data Interoperability:
o	Ensure field names, data types, and formats are consistent between the platforms.
o	Create a shared field structure to ease the data transfer between tools.
3.	Use Required/Optional Fields:
o	Make fields essential for core reporting mandatory, while others are optional, reducing the burden on the users.
4.	Implement Dynamic Forms:
o	Conditional questions that only appear based on previous answers can streamline the user experience.

Proposed state
![Image](https://github.com/user-attachments/assets/da50b6ef-9ed5-40b8-80e2-f31442aea9e8)
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1623,15,"[0.00430111 0.00973615 0.00938248 0.00605124 0.00908064 0.0218348
 0.01279382 0.01455784 0.01351767 0.01220402 0.01897523 0.0262495
 0.02075558 0.00890446 0.00934776 0.04124116 0.01177386 0.02270309
 0.01160921 0.00668549 0.01200587 0.01054364 0.02083506 0.01873706
 0.01548812 0.01272229]"
"fix: Hofixes for the localunit
## Summary
Small hotfixes for the locaunit

## Addresses
- Issue(s): No issues was Created

## Depends On
- https://github.com/IFRCGo/go-api/pull/2385

## Changes
- Add new logic for the isNewLocalUnit
- Remove pristine from LocalUnitValidationButton
- Add missing form fields in localunit view component
- Add global validator permission
- Add check of the changes in localunitview component

## This PR Ensures:
- [x] No typos or grammatical errors
- [x] No conflict markers left in the code
- [x] No unwanted comments, temporary files, or auto-generated files
- [x] No inclusion of secret keys or sensitive data
- [x] No `console.log` statements meant for debugging
- [x] All CI checks have passed
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1624,3,"[1.85167530e-308 4.78519535e-308 3.39493488e-308 1.00000000e+000
 3.85066703e-308 2.51693519e-308 2.18521726e-308 3.58228423e-308
 3.60968136e-308 3.89852318e-308 3.43011256e-308 3.03375341e-308
 2.44990409e-308 7.70755145e-308 4.03239802e-308 3.09518673e-308
 4.20130069e-308 3.94414663e-308 4.29265820e-308 3.97441173e-307
 7.56351748e-308 4.04424364e-308 2.61086210e-308 3.44310126e-308
 2.34264457e-308 4.16565206e-308]"
"Add timezone of the snapshots
",https://api.github.com/repos/IFRCGo/go-web-app/issues/1625,0,"[1.00000000e+000 1.56284235e-308 1.42355428e-308 1.60215171e-308
 2.34949444e-308 1.78540425e-308 1.64539568e-308 2.22639356e-308
 1.77897974e-308 2.09899152e-308 1.79559493e-308 2.07079968e-308
 1.75816461e-308 1.73485241e-308 2.05216358e-308 2.05158896e-308
 2.05645332e-308 1.84440637e-308 2.27856924e-308 1.63975405e-308
 1.89239073e-308 2.09941682e-308 1.71128572e-308 1.96247793e-308
 1.69344211e-308 1.88791180e-308]"
"Redirect not in place for Operational Learning changed navigation - and also no reference to it on the page
### Page URL

https://go.ifrc.org/preparedness#operational-learning

### Environment

Production

### Browser

Chrome (not that it's relevant)

### Operating System

_No response_

### Steps to Reproduce the Issue

The link to Operational Learning that has been disseminated in a lot of the guidance (e.g. the NS Response Capacity Strengthening job aid, the Red Cross CEA guide, the IFRC IM Strategy 2021024, the BHA grant documentation, and a huge number of other docs and presentations etc.) is https://go.ifrc.org/preparedness#operational-learning

However since the changed GO site navigation, this link does not work any more.  It simply redirects people to the Preparedness page https://go.ifrc.org/preparedness/global-summary which does not mention Operational Learning anywhere.





### Expected Behavior

I expected to be directed to the Operational Learning information (now at https://go.ifrc.org/operational-learning but formerly at the link above)

### Actual Behavior

I got navigated to a completely unrelated page with no mention of Operational Learning

### Priority

High (Major functionality is broken)

### Additional Context (Optional)

I put this as high priority, as we need to always make sure that links work reliably if we want people to be able to trust GO.  In the particular case of this link, if we want Operational Learning to be adopted then we need to ensure that people who click on a link they've been sent have some way of accessing the information they're looking for.

For this particular example, please can we either

1. ensure that the URL that has been published takes people directly to the Operational Learning page, or
2. change the Preparedness page content so that it mentions Operational Learning somewhere, and links people to the new location

Thanks a lot",https://api.github.com/repos/IFRCGo/go-web-app/issues/1628,2,"[1.61620499e-308 9.48627540e-308 1.00000000e+000 3.32256917e-308
 2.78810381e-308 4.12617654e-308 3.94593572e-308 3.48606865e-308
 5.45244845e-308 3.88983668e-308 6.29448372e-308 3.95140476e-308
 3.92838848e-308 5.21072057e-308 3.02168908e-308 3.80353240e-308
 3.42863354e-308 5.53956089e-308 3.23749909e-308 3.67255764e-308
 4.49817134e-308 3.53410526e-308 4.90227819e-308 4.81142054e-308
 4.33020201e-308 4.97472432e-308]"
"List, table improvements
We would like to improve the usability of tables, lists by adding default sorting, sorting options, filtering options. These are specified  in the following table:


Row | Table Name | URL | What   to do?
-- | -- | -- | --
1 | Active Operations | https://go.ifrc.org/ | Set default sorting to By descending Start date
2 | All Appeals | https://go.ifrc.org/appeals/all | Set default sorting to By descending Start date
3 | Flash Updates in the last 30 days | https://go.ifrc.org/emergencies | Add common   filtering option for all 3 lists and the map to allow Date after, Date   before, Country, Region, Disaster type
4 | All Deployed Personnel | https://go.ifrc.org/deployed-personnels/all | Set default sorting to By descending Start date, Add filters for   Deploying Party, Deployed Ro, Emergency
5 | Deployed   ERUs | https://go.ifrc.org/surge/overview | Change   filter title to 'All ERU Type'
6 | Key   Documents | https://go.ifrc.org/countries/101/ns-overview/context-and-structure | Set default sorting to By descending date
7 | Previous Operations | https://go.ifrc.org/countries/101/profile/previous-events | Set default sorting to By descending date
8 | Active Operations | https://go.ifrc.org/regions/0/operations | Set default sorting to By descending date
9 | Recent Emergencies | https://go.ifrc.org/regions/0/operations | Set default sorting to By descending date
  |   |  
**Emergency   pages** |   |  
10 | Response   documents | https://go.ifrc.org/emergencies/5854/reports | Set default sorting   to By descending date of upload, Pinned documents should show on the top of   the lists
11 | Reports | https://go.ifrc.org/emergencies/5854/reports | Set   default sorting to By descending date, Add Sorting option by Created at
12 | Appeal   Documents | https://go.ifrc.org/emergencies/5854/reports | Set default sorting to By descending date, add sorting option by   Date

Search Result page lists will be specified in another ticket.
This is to combine all list, table requests:
https://github.com/IFRCGo/go-web-app/issues/915
https://github.com/IFRCGo/go-web-app/issues/998
[#1002](https://github.com/IFRCGo/go-web-app/issues/1002)
[#1282](https://github.com/IFRCGo/go-web-app/issues/1282)

",https://api.github.com/repos/IFRCGo/go-web-app/issues/1633,4,"[0.0129706  0.01638207 0.0133291  0.01873408 0.27982542 0.01537471
 0.01276939 0.02588567 0.01735947 0.02199579 0.01745764 0.02111889
 0.01561529 0.02151594 0.06187032 0.02721091 0.06531042 0.02316026
 0.16771747 0.02002705 0.033713   0.02273508 0.01502637 0.01953538
 0.01368615 0.01967352]"
"Helm Charts and Docker Image for IFRC GO UI Storybook
### Feature Description

Create a Dockerfile and Helm chart to deploy the IFRC GO UI Storybook in K8s",https://api.github.com/repos/IFRCGo/go-web-app/issues/1634,20,"[2.19770143e-308 9.36112924e-308 5.21440681e-308 9.77373953e-308
 7.31934689e-308 4.48189819e-308 3.72862937e-308 7.10960328e-308
 6.84947014e-308 7.88356381e-308 6.80354299e-308 5.86735473e-308
 4.32836537e-308 2.08152121e-307 8.00976049e-308 6.30003776e-308
 9.84263683e-308 8.90062770e-308 9.69910895e-308 1.29107448e-307
 1.00000000e+000 7.83305601e-308 4.69262292e-308 6.85159708e-308
 4.08558958e-308 8.44984105e-308]"
"Redirect Obsolete URLs to Recent Ones
- [x] Redirect `/reports/{id}` to `/field-reports/{id}`

- [x] Redirect `/deployments` to `/surge/overview`",https://api.github.com/repos/IFRCGo/go-web-app/issues/1637,-1,"[0.00520431 0.00860016 0.00627139 0.00864012 0.02274833 0.00818806
 0.0064704  0.01910762 0.01039431 0.01495444 0.01030612 0.01291534
 0.00791762 0.01182963 0.0160604  0.01430011 0.02061317 0.01419547
 0.03874117 0.00964031 0.01955114 0.01570834 0.00801732 0.01180299
 0.00711296 0.01254121]"
